genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,release_date
World,Aphex Twin,Avril 14th,2MZSXhq4XDJWu6coGoXX1V,72,0.996,0.558,125520,0.0259,0.871,G#,0.0969,-30.016,Major,0.0458,157.811,4/4,0.37,2001-10-22
World,for KING & COUNTRY,God Only Knows,4ElNxglBjcrASiGn58t9Jm,71,0.395,0.597,229760,0.417,8.35e-06,D,0.128,-7.952,Major,0.0502,143.839,4/4,0.263,2018-10-05
World,Manu Chao,Me Gustas Tu,6b37xrsNCWYIUphFBazqD6,71,0.663,0.657,239987,0.741,0.494,B,0.222,-6.822,Minor,0.0825,175.949,4/4,0.908,2001-06-01
World,Hillsong UNITED,Oceans (Where Feet May Fail),5Mw9bXG1dLNhbjofkVS2oR,70,0.508,0.262,536000,0.361,0.00268,D,0.108,-10.191,Major,0.0333,126.86,4/4,0.056,2013-02-23
World,Mosaic MSC,Tremble - Live,35GACeX8Zl55jp29xFbvvo,70,0.221,0.329,309093,0.682,0.0,C,0.19,-6.374,Major,0.0526,148.029,4/4,0.162,2016-09-16
World,Elevation Worship,Do It Again,3iOpiHDobxZO7S4p9Y2Fgu,70,0.0119,0.347,398333,0.508,0.0,A#,0.595,-7.555,Major,0.0297,171.827,4/4,0.159,2017-03-17
World,Steffany Gretzinger,King of My Heart (Live),7mj5fT0Biju5jR41m9ghUl,70,0.0113,0.438,299366,0.529,0.0,A,0.109,-9.224,Major,0.0324,136.147,4/4,0.395,2017-04-07
World,Harold Budd,Olancha Farewell,4KyJQKAFvEH4F52qSMuwIF,70,0.992,0.196,138427,0.00687,0.917,G,0.106,-34.255,Major,0.0442,72.125,4/4,0.053,1986
World,Hillsong UNITED,So Will I (100 Billion X),1ed3wNCecRIp6SugyR0w2J,69,0.0462,0.432,411000,0.416,2.01e-06,A,0.144,-10.376,Major,0.0296,127.963,4/4,0.177,2017-06-09
World,Brian McBride,Overture (For Other Halfs),1F7vUCER63VfNzvZKTi2pn,69,0.948,0.14,398120,0.031,0.92,G,0.11,-28.007,Major,0.0457,140.076,4/4,0.0351,2005-10-31
World,Bethel Music,Raise a Hallelujah (Live),0YxrPdW9NpNFtqh7Fw0rva,69,0.0041,0.452,470880,0.866,0.0,C#,0.134,-4.431,Major,0.04,81.972,4/4,0.291,2019-01-25
World,Goldmund,Threnody,7hyAAjHZaDWSPDzlUYNUIa,69,0.989,0.217,281120,0.00572,0.925,D,0.109,-30.767,Major,0.0394,85.279,4/4,0.174,2008-09-05
World,Housefires,Build My Life,3BDpn2Vivr1BFhlGsYs5tp,68,0.371,0.303,491691,0.478,0.0,G,0.131,-7.851,Major,0.0352,139.795,4/4,0.117,2016-08-12
World,Elevation Worship,Here Again,1wuqCUWHniGdEmOKZbQ1cg,68,0.0128,0.124,405914,0.437,0.0,D,0.12,-8.21,Major,0.0409,80.889,5/4,0.103,2018-09-28
World,Harold Budd,The Whispers,4VH3rKj1tmhUZtX3U43jBq,68,0.995,0.228,163000,0.00385,0.917,A,0.0858,-35.213,Minor,0.0449,141.201,3/4,0.117,2011-09-27
World,Matt Redman,"10,000 Reasons (Bless The Lord) - Live",0fxpHpK3aw2nFWII6yveDD,68,0.514,0.458,342493,0.486,0.0,G,0.574,-8.147,Major,0.0258,72.484,4/4,0.363,2011-01-01
World,Nils Frahm,Because This Must Be,50kFaiReFNK2erry20ksdq,68,0.995,0.235,165558,0.0729,0.874,C,0.14,-24.754,Minor,0.0412,132.74,3/4,0.0683
World,Buena Vista Social Club,Chan Chan,7DqTaelFf846rl1CHmyfOW,68,0.842,0.506,257737,0.433,0.0311,D,0.112,-14.183,Minor,0.0345,83.222,4/4,0.641,1997-06-23
